Deal ID,Stage,Lead Source,Created Time
zcrm_5071505000013340209,Process Lost,Linkedin Kristina,2022-09-29 08:53:06
zcrm_5071505000013340245,Process Lost,Linkedin Dasha,2022-09-29 08:55:20
zcrm_5071505000013340293,Process Lost,Linkedin Aitosha,2022-09-29 08:56:53
zcrm_5071505000013585007,Process Lost,Linkedin Aitosha,2022-10-03 09:18:56
zcrm_5071505000013586045,Follow up (client did not come),Linkedin Nastya,2022-10-03 12:01:34
zcrm_5071505000013586124,Process Lost,Linkedin Nastya,2022-10-03 12:11:25
zcrm_5071505000013593020,Closure Process,referral from our client,2022-10-03 14:02:58
zcrm_5071505000013598133,Process Lost,Linkedin Nastya,2022-10-04 23:05:24
zcrm_5071505000013598274,Follow-up Job,Linkedin Kristina,2022-10-04 23:26:32
zcrm_5071505000013598446,Process Lost,Linkedin Kristina Drozd,2022-10-05 00:01:21
zcrm_5071505000013670100,Proposal Made,Linkedin Nastya,2022-10-04 10:32:08
zcrm_5071505000013691060,Proposal Made,Linkedin Kristina,2022-10-05 15:29:26
zcrm_5071505000013751525,Closure Process,deal from an existing client,2022-10-06 17:23:11
zcrm_5071505000013751593,Process Lost,Linkedin Dasha,2022-10-07 12:13:47
zcrm_5071505000013751642,Follow up (client did not come),Linkedin Aitosha,2022-10-07 12:14:50
zcrm_5071505000013903047,Process Lost,Linkedin Kristina,2022-10-11 13:42:35
zcrm_5071505000013903098,Process Lost,referral from Nastya Sartan,2022-10-11 13:47:30
zcrm_5071505000014036007,Process Lost,Linkedin Aitosha,2022-10-12 10:29:32
zcrm_5071505000014036044,Follow up (client did not come),Linkedin Nastya,2022-10-12 10:30:41
zcrm_5071505000014067241,Process Lost,,2022-10-14 17:21:02
zcrm_5071505000014123199,Follow-up Job,,2022-10-18 12:27:02
zcrm_5071505000014223007,Process Lost,Linkedin Nastya,2022-10-19 18:26:24
zcrm_5071505000014320007,Process Lost,Linkedin Nastya,2022-10-20 14:35:38
zcrm_5071505000014320054,Process Lost,Linkedin Nastya,2022-10-21 12:28:30
zcrm_5071505000014320095,Process Lost,Linkedin Nastya,2022-10-21 12:39:49
zcrm_5071505000014619311,Process Lost,Linkedin Nastya,2022-10-28 15:47:15
zcrm_5071505000014619387,Process Lost,Linkedin Azhar,2022-10-28 17:37:44
zcrm_5071505000014619632,Process Lost,Linkedin Aitosha,2022-10-31 10:00:28
zcrm_5071505000014619689,Process Lost,Linkedin Kristina Drozd,2022-10-31 10:04:37
zcrm_5071505000014619757,Process Lost,Linkedin Dasha,2022-10-31 10:11:03
zcrm_5071505000014619799,Process Lost,Linkedin Azhar,2022-10-31 10:14:29
zcrm_5071505000014619936,Process Lost,Linkedin Nastya,2022-10-31 11:27:50
zcrm_5071505000014664022,Process Lost,Linkedin Nastya,2022-10-31 12:01:16
zcrm_5071505000014723027,Process Lost,Linkedin Kristina,2022-11-01 08:34:33
zcrm_5071505000014723096,Process Lost,Linkedin Dasha,2022-11-01 08:40:50
zcrm_5071505000014723141,Follow-up Job,Linkedin Kristina,2022-11-01 08:42:35
zcrm_5071505000014723207,Process Lost,,2022-11-01 11:20:37
zcrm_5071505000014735019,Closure Process,old client’s comeback,2022-11-01 15:21:56
zcrm_5071505000014735100,Closure Process,deal from an existing client,2022-11-01 15:24:38
zcrm_5071505000014735150,Closure Process,deal from an existing client,2022-11-01 15:29:19
zcrm_5071505000014735246,Closure Process,deal from an existing client,2022-11-02 16:14:46
zcrm_5071505000014945163,Follow-up Job,Linkedin Nastya,2022-11-05 13:46:22
zcrm_5071505000014945207,Process Lost,Email,2022-11-05 14:06:44
zcrm_5071505000014945268,Process Lost,Linkedin Dasha,2022-11-05 14:14:33
zcrm_5071505000015043068,Process Lost,Linkedin Nastya,2022-11-08 12:16:26
zcrm_5071505000015043128,Process Lost,Linkedin Kristina,2022-11-08 12:34:20
zcrm_5071505000015043207,Process Lost,,2022-11-08 12:52:24
zcrm_5071505000015157072,Process Lost,landing,2022-11-09 08:13:14
zcrm_5071505000015188022,Follow-up Job,Linkedin Kristina Drozd,2022-11-10 07:18:31
zcrm_5071505000015372126,Follow-up Job,Linkedin Dasha,2022-11-11 19:12:56
zcrm_5071505000015372181,Process Lost,,2022-11-11 19:20:52
zcrm_5071505000015372226,Process Lost,Linkedin Dasha,2022-11-11 19:25:58
zcrm_5071505000015414056,Follow-up Job,Linkedin Dasha,2022-11-14 08:52:18
zcrm_5071505000015414093,Process Lost,landing,2022-11-14 08:54:24
zcrm_5071505000015598056,Process Lost,Linkedin Dasha,2022-11-16 09:05:16
zcrm_5071505000015607004,Closure Process,deal from an existing client,2022-11-16 13:42:45
zcrm_5071505000015670009,Follow-up Job,Linkedin Kristina,2022-11-16 20:51:33
zcrm_5071505000015778062,Process Lost,Linkedin Aitosha,2022-11-17 19:24:00
zcrm_5071505000015778322,Process Lost,Linkedin Aitosha,2022-11-18 06:46:54
zcrm_5071505000016154015,Process Lost,Linkedin Aitosha,2022-11-24 12:18:52
zcrm_5071505000016154183,Closure Process,our lost client,2022-11-24 12:57:35
zcrm_5071505000016154380,Follow-up Job,referral from our client,2022-11-25 09:46:40
zcrm_5071505000016154456,Follow up (client did not come),referral from our client,2022-11-25 09:56:29
zcrm_5071505000016154505,Closure Process,referral from our client,2022-11-25 10:04:56
zcrm_5071505000016296083,Closure Process,deal from an existing client,2022-11-28 09:57:41
zcrm_5071505000016296831,Follow-up Job,referral from our client,2022-11-28 12:19:27
zcrm_5071505000016403066,Process Lost,Linkedin Dasha,2022-11-29 09:10:28
zcrm_5071505000016403154,Process Lost,Linkedin Azhar,2022-11-29 09:59:01
zcrm_5071505000016524093,Follow-up Job,referral from Nastya Sartan,2022-11-30 12:51:52
zcrm_5071505000016698068,Process Lost,,2022-12-05 08:43:32
zcrm_5071505000016698119,Process Lost,,2022-12-05 08:49:38
zcrm_5071505000016698171,Process Lost,Linkedin Kristina,2022-12-05 08:53:17
zcrm_5071505000016698298,Process Lost,Linkedin Azhar,2022-12-05 09:07:41
zcrm_5071505000016698572,Process Lost,,2022-12-05 09:48:50
zcrm_5071505000016792013,Job Intake Call,referral from Nastya Sartan,2022-12-06 17:03:03
zcrm_5071505000016792076,Follow-up Job,Linkedin Nastya,2022-12-07 09:15:20
zcrm_5071505000016792826,Process Lost,Linkedin Kristina,2022-12-07 11:46:45
zcrm_5071505000016912106,Process Lost,Linkedin Kristina Drozd,2022-12-08 09:15:28
zcrm_5071505000016912175,Process Lost,Linkedin Kristina,2022-12-08 09:23:12
zcrm_5071505000016912273,Process Lost,Linkedin Nastya,2022-12-08 11:09:51
zcrm_5071505000017059095,Process Lost,Linkedin Kristina,2022-12-09 17:22:29
zcrm_5071505000017128197,Process Lost,referral from our client,2022-12-12 13:02:40
zcrm_5071505000017229024,Follow-up Job,Linkedin Nastya,2022-12-13 12:02:13
zcrm_5071505000017229983,Follow-up Job,Linkedin Dasha,2022-12-14 08:31:34
zcrm_5071505000017285076,Process Lost,Linkedin Nastya,2022-12-14 08:44:37
zcrm_5071505000017406014,Interviewed,Linkedin Dasha,2022-12-16 10:25:08
zcrm_5071505000017488012,Follow up (client did not come),Linkedin Nastya,2022-12-19 10:13:50
zcrm_5071505000017488059,Follow-up Job,Linkedin Nastya,2022-12-19 10:16:01
zcrm_5071505000017488119,Follow up (client did not come),,2022-12-19 10:24:38
zcrm_5071505000017595024,Follow-up Job,landing,2022-12-20 10:14:58
zcrm_5071505000017814010,Follow-up Job,Linkedin Kristina,2022-12-22 08:51:50
zcrm_5071505000017856073,Process Lost,Linkedin Nastya,2022-12-23 12:12:59
zcrm_5071505000018092105,Follow up (after intake call),Linkedin Kristina,2022-12-27 08:03:30
zcrm_5071505000018092135,Follow-up Job,landing,2022-12-27 08:23:16
zcrm_5071505000018174012,Process Lost,Linkedin Kristina,2022-12-28 08:55:57
zcrm_5071505000018243047,Follow up (after intake call),referral from our client,2022-12-30 07:39:47
zcrm_5071505000018243082,Closure Process,deal from an existing client,2022-12-30 07:51:23
zcrm_5071505000018286012,Closure Process,referral from our client,2022-12-30 10:47:53
zcrm_5071505000018302009,Closure Process,Linkedin Kristina,2022-12-30 16:06:04
zcrm_5071505000018302069,Process Lost,Linkedin Kristina,2022-12-30 16:13:05
zcrm_5071505000018665012,Process Lost,landing,2023-01-06 10:15:25
zcrm_5071505000018665044,Process Lost,Linkedin Aitosha,2023-01-06 10:17:42
zcrm_5071505000018759010,Interviewed,referral from Nastya Sartan,2023-01-09 11:44:43
zcrm_5071505000018786026,Follow-up Job,Linkedin Kristina,2023-01-09 19:50:47
zcrm_5071505000018786167,Follow-up Job,landing,2023-01-09 20:08:14
zcrm_5071505000018786251,Follow-up Job,Linkedin Kristina,2023-01-09 20:13:44
zcrm_5071505000019026177,Follow-up Job,Linkedin Kristina,2023-01-12 11:23:52
zcrm_5071505000019026218,Process Lost,landing,2023-01-12 11:25:41
zcrm_5071505000019026260,Process Lost,Linkedin Kristina,2023-01-12 11:27:08
zcrm_5071505000019129045,Follow-up Job,referral,2023-01-13 18:45:14
zcrm_5071505000019216563,Process Lost,Linkedin Aitosha,2023-01-17 10:18:01
zcrm_5071505000019409036,Follow-up Job,Linkedin Nastya,2023-01-24 12:11:28
zcrm_5071505000019409091,Follow-up Job,Linkedin Nastya,2023-01-24 12:13:46
zcrm_5071505000019544057,Follow-up Job,Linkedin Kristina Drozd,2023-01-25 10:13:00
zcrm_5071505000019618054,Follow-up Job,Linkedin Kristina,2023-01-26 11:55:21
zcrm_5071505000019618105,Hiring,landing,2023-01-26 11:58:03
zcrm_5071505000019618155,Follow-up Job,Linkedin Kristina,2023-01-26 12:06:07
zcrm_5071505000019731018,Follow up (client did not come),,2023-01-30 12:22:50
zcrm_5071505000019836007,Follow-up Job,Linkedin Nastya,2023-01-31 13:14:50
zcrm_5071505000019840125,Follow up (client did not come),,2023-01-31 13:57:28
zcrm_5071505000019840172,Follow up (client did not come),,2023-01-31 13:59:23
zcrm_5071505000020163387,Intro Call Fixed,Linkedin Kristina,2023-02-06 16:42:11
zcrm_5071505000020163784,Follow-up Job,Linkedin Kristina Drozd,2023-02-06 18:07:03
zcrm_5071505000020199025,Follow-up Job,Linkedin Kristina Drozd,2023-02-07 18:00:53
zcrm_5071505000020318001,Follow-up Job,old client’s comeback,2023-02-08 17:20:18
zcrm_5071505000020318053,Intro Call Fixed,Linkedin Kristina Drozd,2023-02-09 01:35:39
zcrm_5071505000020318750,Hiring,deal from an existing client,2023-02-10 13:19:13
zcrm_5071505000020318764,Intro Call Fixed,Linkedin Dasha,2023-02-10 13:31:51
zcrm_5071505000020395052,Follow up (after intake call),deal from an existing client,2023-02-10 15:04:09
zcrm_5071505000020395293,Follow up (client did not come),Linkedin Nastya,2023-02-10 16:07:01
zcrm_5071505000020395362,Follow-up Job,Linkedin Kristina,2023-02-10 16:34:07
zcrm_5071505000020395422,Intro Call Fixed,Linkedin Kristina Drozd,2023-02-10 17:05:17
zcrm_5071505000020442037,Shown Interest,referral from Nastya Sartan,2023-02-10 22:00:49
zcrm_5071505000020442062,Shown Interest,referral from Nastya Sartan,2023-02-10 22:03:08
zcrm_5071505000020442085,Shown Interest,,2023-02-10 22:04:43
zcrm_5071505000020442108,Shown Interest,,2023-02-10 22:05:40
zcrm_5071505000020442133,Shown Interest,,2023-02-10 22:07:14
zcrm_5071505000020442224,Shown Interest,,2023-02-10 22:31:49
zcrm_5071505000020495001,Shown Interest,referral,2023-02-13 18:33:17
zcrm_5071505000020495012,Shown Interest,referral,2023-02-13 18:36:53
zcrm_5071505000020531004,Shown Interest,,2023-02-13 20:47:46
zcrm_5071505000020620004,Intro Call Fixed,landing,2023-02-14 13:49:26
